63,36.1126264,-115.1767051
116,26.3419485,-80.0774959
279,37.7923897,-122.4104443
358,-8.5007808,115.527924
361,-8.4885433,115.244686
495,18.4433099,-66.0177418
525,36.2302565,-121.7718118
537,36.1125414,-115.1706705
558,26.7014429,-78.9928014
570,12.7254927,-61.3239372
607,20.6607098,-105.2530199
663,27.4785591,89.6119849
848,40.7665889,-73.9684
866,45.5070794,-73.5648115
947,30.5548966,-81.4445022
951,34.0982596,-118.3684936
1031,28.411232,-81.5902603
1094,40.7644691,-73.9744877
1182,-8.2630272,117.4987216
1354,36.1690646,-115.1459883
1404,36.5688064,-121.9506241
1481,11.3529141,120.7312909
1503,19.4416667,-155.235
1534,25.0750265,-77.4009025
1771,43.5865582,-110.8288415
1878,46.4111111,-73.1947222
1972,38.9059316,-77.036856
2102,10.3642969,-85.8197021
2113,26.0123056,-80.1161948
2166,33.1334643,-117.3116281
2177,37.4605555,-122.1427593
2251,51.1838755,-115.5503624
2269,33.3738051,-111.9701886
2653,37.1706062,-113.6510845
2786,-6.4105896,39.4522668
2795,24.5661619,-81.7734198
3239,39.9333,116.400002
3610,20.6325636,-87.0692177
4130,28.3385628,-81.5835302
4382,9.966782,-84.441376
4635,33.2665851,-111.9920529
4650,18.1421426,-65.4710493
4723,50.0379326,8.5621518
4849,45.6300625,8.7255307
4919,38.5625649,68.8113397
4920,-8.2548974,-34.9472196
5060,54.7192372,55.9487847
5115,20.7679501,-105.5378292
5132,-17.636899,-149.611181
5405,25.584713,55.834862
5529,51.9347985,-1.473924
5561,48.1475372,17.1081976
5574,36.070349,103.853508
5592,52.3771774,4.8961367
5611,34.762494,113.694304
5615,30.681136,111.305966
5655,23.107559,113.628201
5667,37.461094,121.471176
5709,41.79197,123.40239
5902,14.5874321,-90.5208284
5983,41.9052044,-87.6302051
6002,14.0884035,-87.184976
6040,-16.5422143,-151.7359516
6054,-6.2094606,106.8207907
6077,-17.570925,-149.618736
6157,29.3463469,48.0938689
6180,25.0790013,55.1374762
6234,29.6521864,91.1615446
6311,36.1070491,-115.1696287
6319,41.8884634,-87.6273364
6393,34.0667099,-118.3960923
6400,21.2819139,-157.8282312
6404,37.8054379,-122.4167609
6419,34.8639763,-111.7815224
6500,33.7952328,-116.4998313
6522,8.9748417,-79.5063585
6566,25.7989787,-80.1268868
6801,29.737287,-90.649165
7047,30.1415983,-96.3988284
7263,34.9313505,-88.5452438
8324,40.8388585,-96.7046401
8348,39.1159247,-84.8524357
8478,33.0276129,-117.2737844
8764,34.1696118,-84.758587
8937,40.5278363,-80.0100536
9166,41.9796056,-91.6681786
9195,43.716682,-79.7250017
9295,35.6935124,-80.5135222
9676,-43.5330042,172.6377061
9678,40.21868,28.8720342
9686,28.5469663,-81.3793527
9689,38.4151146,-82.2614864
9726,40.076856,113.300114
9935,-38.7120519,-72.5608219
9979,33.884095,35.482995
10001,13.671271,-89.254108
10070,9.9401016,-84.1440874
10193,31.6858364,-7.9742878
10289,39.9251046,116.3540469
10343,38.8856587,-77.019633
10344,57.1863258,-2.0873531
10517,50.855311,-1.24222
10575,37.6177806,-84.7645365
10708,12.8755984,80.2272522
11043,25.7839388,-80.2629336
11343,40.7596168,-73.984679
11353,18.3228359,-64.9211281
11459,38.9081986,-77.0362348
11553,25.2674634,55.3300514
11652,42.3287306,-83.0408571
11757,42.4458719,-71.0242314
11815,26.027235,-80.1153884
12000,35.0454066,-85.1561397
12163,22.277509,114.166341
12314,41.075498,29.015434
12322,32.38321,-90.1480175
12381,3.1477847,101.7138854
12389,3.1469196,101.7153713
12419,36.8407172,-2.4649139
12424,42.5901393,-5.5690608
12431,40.768944,-73.867635
12453,21.8750639,-159.4559695
12543,40.4200378,-3.8034826
12563,20.6979021,-103.3735236
12605,39.9480237,-82.0027188
12614,33.7554221,-116.3618692
12650,32.8203206,-96.6319502
12681,39.8486594,-84.1910562
12695,39.7469942,-104.9901771
12786,41.554193,-90.5254263
12788,14.5206016,121.0189725
12825,46.8059504,-92.1540783
12905,37.355795,-77.4081847
12913,9.8574561,-85.4016107
12931,38.9043739,-77.0245939
12984,43.52208,-5.6823778
13010,26.3954464,-80.0966424
13046,33.404156,-111.961483
13088,40.6811508,-80.0993224
13105,40.4483242,-80.1784828
13133,32.7158919,-117.1596918
13275,31.2271964,121.4517073
13278,1.3052151,103.8329675
13326,33.6696354,-117.6519044
13386,39.0299347,117.6970287
13404,43.1876834,-76.2347405
13406,18.400473,109.78449
13556,29.5814675,-90.7266265
13557,30.0002393,-90.1600751
13568,45.65468,-122.59088
13651,36.1657617,-5.3609585
13677,29.9525211,-90.0675776
13718,5.832899,-55.135069
13821,29.5181227,-98.4877193
13848,28.1710538,-16.7993455
13857,51.720828,-0.032437
13938,45.4207268,-75.6945953
14156,8.0812868,98.2886169
14310,42.3171959,-83.0421044
14341,45.4064351,12.3215341
14345,-34.3178883,19.134659
14741,13.3579976,103.8812031
14771,48.1126125,16.5755139
15222,20.6870649,-88.2097151
15257,47.4950885,-111.2892134
15291,44.9578484,-92.7224297
15292,35.3932175,-97.4919212
15298,39.1699189,-94.4946189
15309,45.6986534,-111.0504089
15333,32.1623604,34.8090926
15390,35.1942224,-101.7260752
15393,42.485612,-96.4092082
15405,22.5174859,113.9340136
15432,42.2578181,18.8932403
15468,25.2009659,-76.2456563
15491,36.1047818,-115.176443
15512,40.7065526,-74.0076626
15580,24.6653906,-81.3875279
18297,-37.4689765,-72.3533739
18335,-5.167738,119.428344
18370,34.86166,136.819107
18430,12.7444383,80.238954
18431,30.1388392,-85.7231043
18436,18.228495,109.63437
18461,48.1847077,16.3212386
18471,38.6483548,-90.3369158
18522,51.5226417,-0.1251206
18525,13.0125129,77.5552546
18615,35.2173787,-80.8387142
18681,32.2091068,-80.6817236
18701,41.0423025,29.0026154
18716,34.1014294,-118.3263326
18726,40.4154828,-3.6957752
18735,36.21006,117.149362
18761,52.3727871,4.8900059
18789,27.3365129,-82.5469457
18792,-33.8677364,151.2078309
18852,24.5002989,118.094652
18900,24.4949707,118.1285891
18971,37.08701,-8.15862
18975,20.606,-90.0889
19013,-13.8260363,-172.027461
19040,42.4451998,-71.2607397
19058,30.4027592,-97.7236932
19063,24.866942,55.146661
19069,41.1867622,1.5620008
19089,22.9721791,-109.7820366
19093,3.1367672,101.6889156
19104,40.7592881,-73.984337
19135,25.3961514,55.4229087
19159,39.6377343,-106.4031065
19174,24.6794556,46.692658
19207,34.802109,113.3098291
19212,25.81964,-80.122562
19217,22.8849373,-109.9835661
19315,31.695958,119.912078
19346,33.5077145,-111.9497644
19348,45.7664348,13.6367985
19409,20.506925,-87.21539
19488,19.886538,102.135791
19496,43.6498312,-79.3801639
19528,29.7814988,-95.7822405
19642,21.0015878,-156.6645123
19715,41.385944,2.1778103
19772,22.6232934,88.4434075
19830,20.478421,-87.253031
19946,31.940268,119.996672
19976,20.051019,110.216485
19988,-17.5813321,177.0907098
19997,28.00029,120.684457
20007,29.053025,111.681089
20009,43.770622,125.43198
20045,33.5077145,-111.9497644
20077,25.7643644,-80.226393
20087,31.22567,121.52318
20094,30.19152,103.42642
20113,31.827333,119.97787
20125,34.266075,108.92209
20171,20.4897521,-87.7399959
20174,20.932927,-89.0167293
20185,24.4519787,54.3367484
20199,-20.2058639,57.7897312
20201,36.1523179,-86.7840306
20266,41.3461651,2.1084413
20272,32.4672812,-83.7439473
20274,33.7103588,-112.1081385
20277,33.3648684,-97.1790471
20290,24.7145444,-81.0839344
20303,33.4413407,-86.8317144
20314,42.394347,-71.0691103
20354,40.7579655,-73.9752029
20359,49.893962,-97.2053368
20361,13.1239986,100.9169292
20362,-45.033007,168.665904
20363,35.8621539,-86.8363898
20364,42.4713456,-92.4646911
20365,38.999197,-119.84353
20366,39.4402111,-84.3296134
20367,43.034498,-88.1312909
20372,34.0098483,-112.7490596
20387,38.801761,-90.661574
20392,49.590434,11.002689
20393,38.131356,-78.4413013
20394,34.8301371,-82.3037092
20395,32.0669886,-81.1615844
20396,35.6587805,-81.9595193
20397,24.666656,46.696813
20398,32.844005,-97.187536
20399,45.6200244,-121.2125159
20400,32.428311,-81.756156
20401,30.4357226,-84.2900602
20412,25.8069673,-80.1252731
20414,21.2869868,-86.8168382
20417,37.269684,-77.316403
20454,28.3578404,-81.5350937
20456,38.9080536,-77.0328959
20479,25.7851306,-80.1898651
20492,26.1287511,-80.1066457
20506,37.18304,-113.0029516
20508,3.1485861,101.714952
20510,24.7853124,110.5537891
20512,45.4566154,12.3552284
20531,18.1705113,-63.125243
20544,21.5124735,-87.3916176
20577,17.8993,-62.7969
20587,32.7138806,-117.1587889
20588,45.4288,-75.6909
20589,38.9039687,-77.0615036
20591,39.3358927,-77.6410814
20592,38.2761864,-85.6980859
20593,33.4565091,-111.9881382
20597,12.9907548,-61.2713579
20598,21.5243845,-87.3805685
20601,41.8729704,-72.6651128
20602,41.4825724,-72.7712038
20606,25.7919444,-80.13
20607,25.7916372,-80.1296328
20611,31.5222822,-8.0573211
20612,-33.457484,26.1240047
20614,-28.2198305,31.9518652
20615,49.1028938,-117.8201305
20616,25.8004666,-80.126142
20622,25.7504342,-80.2582169
20623,39.1864175,-106.8169166
20625,37.2877164,-109.5419361
20630,32.7095648,-117.1599024
20640,30.013901,117.980302
20651,40.70247,117.2337
20652,1.1866806,104.3429759
20654,19.8865839,102.1312381
20655,34.36831,109.209595
20656,1.1878024,104.3417208
20657,4.3096949,73.4237766
20658,1.1852263,104.3430287
20659,8.005613,98.2964199
20660,8.0221098,98.3068261
20662,32.0186265,-97.0930105
20663,34.0045665,-81.0338823
20664,49.875458,8.626989
20665,44.4257166,-73.2107113
20666,42.0629779,-88.0809883
20667,30.079598,-95.444101
20668,40.7129085,-74.166439
20669,52.1807324,20.9940569
20670,36.1855801,-86.3267532
20671,40.8548848,-115.749262
20672,38.7357219,-75.1371878
20673,30.1389898,-81.544026
20674,55.1758928,61.3646765
20675,42.0715412,-88.2062036
20676,44.006793,-79.409186
20677,37.283411,-79.932496
20678,29.952676,-90.071157
20679,44.0175,-121.3168
20680,-6.2216569,106.8149215
20681,47.6563491,-117.4280264
20683,11.7100009,109.197551
20684,-37.8217966,144.9663288
20686,42.4173391,19.2002822
20687,30.0139219,-90.2422923
20688,47.2341539,-122.2495439
20689,24.867785,55.146225
20690,31.9688531,-102.0902597
20691,34.0677474,-84.2813916
20692,32.7641667,-97.0672222
20694,36.1598884,-95.7637024
20695,38.9608964,-119.8838791
20696,38.7670965,-104.7805944
20697,42.5241431,-88.9770906
20698,40.113072,-83.012764
20699,38.7755099,-93.723111
20700,42.400715,-70.99668
20701,28.0107633,-82.7088391
20704,40.7464653,-73.9909617
20710,28.4843553,-81.4347228
20711,28.4843553,-81.4347228
20714,41.9518781,-70.6883637
20715,42.4005268,-70.9960287
20716,48.705809,9.016443
20717,27.8996778,-97.1428767
20719,41.666971,-86.8981818
20720,41.751584,-71.116846
20721,41.7587638,-87.7409553
20725,16.5612118,-88.3630537
20732,-2.23451,34.919056
20740,26.87444,100.231914
20741,31.0374608,121.3573889
20743,41.8980404,12.4760059
20749,27.1697693,76.2932626
20750,26.0636546,76.4412208
20753,35.2526695,139.0504813
20754,38.114516,-79.065759
20755,30.230078,-85.886124
20756,44.7910131,-91.5187223
20757,28.404415,76.936231
20758,39.820175,-104.76987
20763,52.5079097,13.3263473
20764,41.3917433,2.171791
20765,49.2533518,4.0318381
20766,41.845108,-87.927821
20775,1.1603275,104.3336446
20776,52.2021046,0.1251337
20777,25.1924363,55.286827
20778,45.032082,-93.189972
20779,23.7541509,90.4000179
20780,43.223021,-85.568617
20781,42.420104,-71.001939
20782,51.2409017,6.7372163
20783,43.0923014,-78.6977114
20792,32.715908,-117.167844
20795,51.5107215,-0.130929
20800,17.097939,-61.68127
20801,17.1199636,-61.8929776
20802,36.1003892,-115.1662626
20803,36.1006105,-115.1647921
20804,43.5229363,-96.7790739
20806,51.141605,-114.02824
20807,20.6254479,-87.0719859
20808,25.7865842,-80.1296786
20862,40.7316,-73.98951
20863,46.4357638,6.909538
20865,53.4643477,-2.289119
20880,38.4934278,-122.4060278
20881,45.327539,-75.6535469
20882,45.5141472,-73.5579714
20883,34.0897678,-118.385255
20884,34.7204359,-92.2279327
20885,42.987927,-89.547919
20886,41.0086518,-87.2769655
20887,-34.0299209,18.4400349
20888,-33.9081686,19.1175655
20889,37.4333442,25.4040164
20890,-34.1375531,18.3294008
20891,41.583514,-88.162972
20896,37.3373958,-119.6459405
20897,41.3846614,2.1728778
20898,45.6800443,-111.038017
20899,41.16965,-87.847824
20900,52.385242,4.919162
20901,41.3981791,-81.6491608
20902,35.155277,-80.94177
20903,51.5079143,-0.1048451
20904,51.5021884,-0.0770091
20906,40.7105833,-74.0080299
20919,37.01465,-111.6112472
20920,26.2121395,-81.8095897
20929,18.4115378,-76.94237
20939,40.7221562,-73.9886377
20941,36.1574943,-86.7849998
20942,36.1559429,-86.7752176
